spellName,"type","tier",categories,"reach","time","duration","effect"
Hakougaon,Light,III,"Multi, Light, Bless (A)",Up to 3 targets within 6 meters,Default,Instant,"Hit: MAGd6+5 Light damage. Bless: If an enemy declares an attack against a target that is within your Zenith's range, that enemy takes MAG Light damage, once per round."
Makougaon,Light,III,"Total, Light, Bless (A)",Any number of targets within 6 meters,Default,Instant,"Hit: MAGd4+6 Light damage. Bless: Extend the duration of Tier III Taru, Raku, and Suku Buff effects active on targets within your Zenith's range by 1 round."
Blessing of the Golden,Light,III,"Zenith, Defense (H)",Zenith,Default,Held,"Bless: Grant your Zenith a shield with HP equal to (MAG + PLv.) * 2. Whenever an ally within range of your Zenith would take damage, they may instead choose to subtract the damage from the Zenith's shield. Each character can only benefit from this effect once per round, regardless of how many Zeniths they are within range of. At the start of your turn, if this effect is active, you may spend 2 Energy to extend this effect and restore MAG points of the Zenith's Shield as a Quick Action."
Banishment,Light,V,"Mono, Repress, Light (A)",1 target,Default,Instant,"Reduce the target to 1 HP. If this spell isn't Nulled or Reflected, Repress. Drain Light fully heals the target's HP. Against targets with Hetelic Resistances: this spell deals 10% of the target's maximum HP as Light damage and treats Null Light as Resist."
Innocent Sin,Light,V,"Light (A)",1 target,Default,Instant,"Deals 50+3TEC% of the target's current HP as damage."
Equalize,Light,V,"Total, Repress, Light (A)",Any number of targets,Default,Instant,"Adds the total HP of all targets and distributes it equally among all, as long as the amount of HP does not exceed the maximum amount of HP of any target. If that happens, all target's HP are set to the highest possible HP, the lowest maximum HP on the targets. Repress."
Samsara,Light,V,"Total, Light (A)",Any number of targets,Default,Instant,"Pay 1 Aspect Point: Deals 20+2TEC% of the target's current HP as damage."
Eternal Jewel,Light,V,"Mono, Light, Bless, Repress (A)",1 target within 6 meters,Default,Instant,"Hit: MAGd12+MAG Light damage. Repress to Bless: Any number of targets within the Zenith's range have all their Type Weakness interactions become Neutral."
Final Moment,Light,V,"Multi, Light, Bless, Death, Repress (A)",Up to 3 targets within 6 meters,Default,Instant,"Hit: MAGd8+4 Light damage. Bless: Any number of targets within the Zenith's range take 2MAG Light damage. After this, Repress to Bless: Any number of targets whose HP is below 20% and are within the Zenith's range or enter it for the duration of this effect are killed."
The Third Secret,Light,V,"Total, Light, Bless, Repress (A)",Any number of targets within 6 meters,Default,Instant,"Hit: MAGd8 Light damage. Bless: Extend the duration of Tier V Taru, Raku, and Suku Buff effects active on targets within your Zenith's range by 1 round. Repress to Bless: Any number of targets within your Zenith's range recover 2 Energy."
Enlightenment,Miscellaneous,V,Repress (A),Caster,Default,Instant,"Restores up to six spell uses, including Repressed spells, Tier III or below."
